Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1450,29,4,4200,7173,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1500,30,4,4200,7421,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1550,31,4,4200,7668,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1600,32,4,4200,7916,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1650,33,4,4200,8163,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1700,34,4,4200,8410,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1750,35,4,4200,8658,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1800,36,4,4200,8905,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1850,37,4,4200,9152,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1900,38,4,4200,9400,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1950,39,4,4200,9647,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,2000,40,4,4200,9894,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,2050,41,4,4200,10142,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,2100,42,4,4200,10389,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,200,4,5,5200,1219,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,250,5,5,5200,1524,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,300,6,5,5200,1829,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,350,7,5,5200,2134,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,400,8,5,5200,2439,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,450,9,5,5200,2744,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,500,10,5,5200,3049,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,550,11,5,5200,3353,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,600,12,5,5200,3658,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,650,13,5,5200,3963,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,700,14,5,5200,4268,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,750,15,5,5200,4573,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,800,16,5,5200,4878,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,850,17,5,5200,5182,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,900,18,5,5200,5487,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,950,19,5,5200,5792,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1000,20,5,5200,6097,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1050,21,5,5200,6402,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1100,22,5,5200,6707,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1150,23,5,5200,7012,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1200,24,5,5200,7316,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1250,25,5,5200,7621,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1300,26,5,5200,7926,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1350,27,5,5200,8231,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1400,28,5,5200,8536,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1450,29,5,5200,8841,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1500,30,5,5200,9146,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,200,4,6,6200,1449,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,250,5,6,6200,1812,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,300,6,6,6200,2174,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,350,7,6,6200,2536,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,400,8,6,6200,2899,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,450,9,6,6200,3261,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,500,10,6,6200,3623,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,550,11,6,6200,3986,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,600,12,6,6200,4348,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,650,13,6,6200,4710,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,700,14,6,6200,5073,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,750,15,6,6200,5435,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,800,16,6,6200,5797,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,850,17,6,6200,6160,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,900,18,6,6200,6522,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,950,19,6,6200,6884,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1000,20,6,6200,7247,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1050,21,6,6200,7609,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1100,22,6,6200,7971,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1150,23,6,6200,8334,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1200,24,6,6200,8696,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1250,25,6,6200,9059,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1300,26,6,6200,9421,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1350,27,6,6200,9783,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1400,28,6,6200,10146,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1450,29,6,6200,10508,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2000,1500,30,6,6200,10870,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,200,4,2,2220,647,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,250,5,2,2220,808,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,300,6,2,2220,970,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,350,7,2,2220,1131,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,400,8,2,2220,1293,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,450,9,2,2220,1455,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,500,10,2,2220,1616,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,550,11,2,2220,1778,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,600,12,2,2220,1940,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,650,13,2,2220,2101,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,700,14,2,2220,2263,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,750,15,2,2220,2424,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,800,16,2,2220,2586,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,850,17,2,2220,2748,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,900,18,2,2220,2909,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,950,19,2,2220,3071,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1000,20,2,2220,3233,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1050,21,2,2220,3394,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1100,22,2,2220,3556,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1150,23,2,2220,3717,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1200,24,2,2220,3879,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1250,25,2,2220,4041,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1300,26,2,2220,4202,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1350,27,2,2220,4364,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1400,28,2,2220,4526,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1450,29,2,2220,4687,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1500,30,2,2220,4849,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,200,4,3,3220,865,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,250,5,3,3220,1081,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,300,6,3,3220,1298,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,350,7,3,3220,1514,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,400,8,3,3220,1730,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,450,9,3,3220,1947,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,500,10,3,3220,2163,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,550,11,3,3220,2379,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,600,12,3,3220,2595,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,650,13,3,3220,2812,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,700,14,3,3220,3028,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,750,15,3,3220,3244,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,800,16,3,3220,3460,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,850,17,3,3220,3677,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,900,18,3,3220,3893,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,950,19,3,3220,4109,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1000,20,3,3220,4326,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1050,21,3,3220,4542,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1100,22,3,3220,4758,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1150,23,3,3220,4974,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1200,24,3,3220,5191,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1250,25,3,3220,5407,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1300,26,3,3220,5623,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1350,27,3,3220,5840,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1400,28,3,3220,6056,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1450,29,3,3220,6272,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1500,30,3,3220,6488,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,200,4,4,4220,1084,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,250,5,4,4220,1355,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,300,6,4,4220,1626,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,350,7,4,4220,1897,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,400,8,4,4220,2167,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,450,9,4,4220,2438,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,500,10,4,4220,2709,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,550,11,4,4220,2980,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,600,12,4,4220,3251,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,650,13,4,4220,3522,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,700,14,4,4220,3793,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,750,15,4,4220,4064,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,800,16,4,4220,4335,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,850,17,4,4220,4606,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,900,18,4,4220,4877,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,950,19,4,4220,5148,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1000,20,4,4220,5419,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1050,21,4,4220,5690,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1100,22,4,4220,5960,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1150,23,4,4220,6231,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1200,24,4,4220,6502,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1250,25,4,4220,6773,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1300,26,4,4220,7044,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1350,27,4,4220,7315,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1400,28,4,4220,7586,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1450,29,4,4220,7857,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1500,30,4,4220,8128,,,1.35
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,200,4,5,5220,1335,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,250,5,5,5220,1668,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,300,6,5,5220,2002,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,350,7,5,5220,2336,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,400,8,5,5220,2669,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,450,9,5,5220,3003,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,500,10,5,5220,3337,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,550,11,5,5220,3670,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,600,12,5,5220,4004,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,650,13,5,5220,4338,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,700,14,5,5220,4672,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,750,15,5,5220,5005,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,800,16,5,5220,5339,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,850,17,5,5220,5673,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,900,18,5,5220,6006,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,950,19,5,5220,6340,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1000,20,5,5220,6674,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1050,21,5,5220,7007,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1100,22,5,5220,7341,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1150,23,5,5220,7675,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1200,24,5,5220,8008,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1250,25,5,5220,8342,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1300,26,5,5220,8676,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1350,27,5,5220,9009,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1400,28,5,5220,9343,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1450,29,5,5220,9677,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1500,30,5,5220,10010,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,200,4,6,6220,1586,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,250,5,6,6220,1982,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,300,6,6,6220,2379,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,350,7,6,6220,2775,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,400,8,6,6220,3171,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,450,9,6,6220,3568,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,500,10,6,6220,3964,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,550,11,6,6220,4361,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,600,12,6,6220,4757,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,650,13,6,6220,5153,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,700,14,6,6220,5550,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,750,15,6,6220,5946,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,800,16,6,6220,6343,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,850,17,6,6220,6739,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,900,18,6,6220,7136,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,950,19,6,6220,7532,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1000,20,6,6220,7928,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1050,21,6,6220,8325,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1100,22,6,6220,8721,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1150,23,6,6220,9118,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2200,1200,24,6,6220,9514,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,200,4,2,2250,737,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,250,5,2,2250,921,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,300,6,2,2250,1105,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,350,7,2,2250,1290,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,400,8,2,2250,1474,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,450,9,2,2250,1658,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,500,10,2,2250,1842,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,550,11,2,2250,2027,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,600,12,2,2250,2211,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,650,13,2,2250,2395,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,700,14,2,2250,2579,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,750,15,2,2250,2763,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,800,16,2,2250,2948,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,850,17,2,2250,3132,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,900,18,2,2250,3316,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,950,19,2,2250,3500,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1000,20,2,2250,3685,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1050,21,2,2250,3869,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1100,22,2,2250,4053,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1150,23,2,2250,4237,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1200,24,2,2250,4422,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1250,25,2,2250,4606,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1300,26,2,2250,4790,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1350,27,2,2250,4974,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1400,28,2,2250,5158,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1450,29,2,2250,5343,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1500,30,2,2250,5527,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,200,4,3,3250,982,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,250,5,3,3250,1227,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,300,6,3,3250,1473,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,350,7,3,3250,1718,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,400,8,3,3250,1964,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,450,9,3,3250,2209,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,500,10,3,3250,2454,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,550,11,3,3250,2700,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,600,12,3,3250,2945,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,650,13,3,3250,3191,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,700,14,3,3250,3436,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,750,15,3,3250,3682,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,800,16,3,3250,3927,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,850,17,3,3250,4172,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,900,18,3,3250,4418,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,950,19,3,3250,4663,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1000,20,3,3250,4909,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1050,21,3,3250,5154,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1100,22,3,3250,5400,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1150,23,3,3250,5645,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1200,24,3,3250,5891,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1250,25,3,3250,6136,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1300,26,3,3250,6381,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1350,27,3,3250,6627,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1400,28,3,3250,6872,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1450,29,3,3250,7118,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1500,30,3,3250,7363,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,200,4,4,4250,1225,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,250,5,4,4250,1532,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,300,6,4,4250,1838,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,350,7,4,4250,2144,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,400,8,4,4250,2450,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,450,9,4,4250,2757,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,500,10,4,4250,3063,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,550,11,4,4250,3369,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,600,12,4,4250,3676,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,650,13,4,4250,3982,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,700,14,4,4250,4288,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,750,15,4,4250,4595,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,800,16,4,4250,4901,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,850,17,4,4250,5207,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,900,18,4,4250,5513,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,950,19,4,4250,5820,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1000,20,4,4250,6126,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1050,21,4,4250,6432,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1100,22,4,4250,6739,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1150,23,4,4250,7045,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1200,24,4,4250,7351,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1250,25,4,4250,7658,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1300,26,4,4250,7964,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1350,27,4,4250,8270,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1400,28,4,4250,8576,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1450,29,4,4250,8883,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1500,30,4,4250,9189,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,200,4,5,5250,1509,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,250,5,5,5250,1886,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,300,6,5,5250,2263,,,1.33
