Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,444,9,3,163016,464,1584,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,628,13,3,163017,671,2290,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,858,18,3,163018,929,3171,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1042,22,3,163019,1135,3874,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1272,27,3,163020,1393,4754,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1456,31,3,163021,1600,5461,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1870,40,3,163022,2064,7044,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,444,9,4,163023,608,2075,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,628,13,4,163024,879,3000,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,858,18,4,163025,1217,4154,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1042,22,4,163026,1487,5075,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,500,1272,27,4,163027,1825,6229,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,628,13,2,163028,589,2010,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,858,18,2,163029,815,2782,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1042,22,2,163030,997,3403,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1272,27,2,163031,1223,4174,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,444,9,3,163032,548,1870,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,628,13,3,163033,792,2703,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,858,18,3,163034,1096,3741,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1042,22,3,163035,1340,4573,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1272,27,3,163036,1644,5611,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1456,31,3,163037,1888,6444,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1870,40,3,163038,2436,8314,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,444,9,4,163039,718,2451,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,628,13,4,163040,1037,3539,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,858,18,4,163041,1436,4901,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1042,22,4,163042,1756,5993,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,600,1272,27,4,163043,2155,7355,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,858,18,3,163044,1337,4563,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1042,22,3,163045,1635,5580,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1272,27,3,163046,2006,6846,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1456,31,3,163047,2303,7860,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1870,40,3,163048,2972,10143,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,444,9,4,163049,877,2993,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,628,13,4,163050,1266,4321,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,858,18,4,163051,1753,5983,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1042,22,4,163052,2143,7314,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,750,1272,27,4,163053,2630,8976,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,1800,352,7,2,163054,868,2962,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,1800,444,9,2,163055,1116,3809,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,2000,352,7,2,163056,966,3297,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,2000,444,9,2,163057,1242,4239,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,2500,352,7,2,163058,1197,4085,,
Column,Stelrad,Stelrad Classic Column,,Simple Tube,Steel,2500,444,9,2,163059,1539,5253,,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,760,500,,,148070,376,1282,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,760,600,,,148071,445,1517,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,1211,500,,,148072,576,1964,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,1211,600,,,148073,686,2339,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,1744,500,,,148074,844,2878,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight White),,,Steel,1744,600,,,148075,1000,3410,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,760,500,,,147002,246,839,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,760,600,,,147003,294,1003,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,1211,500,,,147004,379,1292,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,1211,600,,,147005,453,1545,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,1744,500,,,142768,557,1899,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Straight Chrome),,,Steel,1744,600,,,142769,667,2274,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,760,500,,,147006,376,1282,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,760,600,,,147007,445,1517,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,1211,500,,,147008,576,1964,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,1211,600,,,147009,686,2339,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,1744,500,,,147010,844,2878,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved White),,,Steel,1744,600,,,147011,1000,3410,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,760,500,,,147012,246,839,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,760,600,,,147013,294,1003,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,1211,500,,,147014,379,1292,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,1211,600,,,147015,453,1545,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,1744,500,,,147016,557,1899,Default,
Towel Rail,Stelrad,Stelrad Classic Towel Rail (Curved Chrome),,,Steel,1744,600,,,147017,667,2274,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,500,15,,8430,259,884,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,1000,30,,8431,517,1765,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,1500,45,,8432,776,2648,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,2000,60,,8433,1034,3529,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,2500,75,,8434,1293,4413,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,300,3000,90,,8435,1551,5294,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,400,12,,8461,307,1048,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,500,15,,8462,384,1311,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,600,18,,8463,461,1573,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,700,21,,8464,538,1836,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,800,24,,8465,614,2096,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,900,27,,8466,691,2358,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1000,30,,8467,768,2621,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1100,33,,8468,845,2884,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1200,36,,8469,922,3147,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1400,42,,8470,1075,3669,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1600,48,,8471,1229,4195,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,1800,54,,8472,1382,4717,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,2000,60,,8473,1536,5242,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,2200,66,,8474,1690,5768,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,2400,72,,8475,1843,6290,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,2600,78,,8476,1997,6816,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,2800,84,,8477,2150,7338,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,450,3000,90,,8478,2304,7864,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,400,12,,8528,400,1365,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,500,15,,8529,500,1707,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,600,18,,8530,600,2048,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,700,21,,8531,700,2389,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,800,24,,8532,800,2730,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,900,27,,8533,900,3072,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1000,30,,8534,1000,3413,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1100,33,,8535,1100,3754,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1200,36,,8536,1200,4096,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1400,42,,8537,1400,4778,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1600,48,,8538,1600,5461,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,1800,54,,8539,1800,6143,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,2000,60,,8540,2000,6826,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,2200,66,,8541,2200,7509,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,2400,72,,8542,2400,8191,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,2600,78,,8543,2600,8874,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,2800,84,,8544,2800,9556,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,600,3000,90,,8545,3000,10239,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,400,12,,8595,457,1560,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,500,15,,8596,571,1949,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,600,18,,8597,685,2338,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,700,21,,8598,799,2727,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,800,24,,8599,914,3119,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,900,27,,8600,1028,3509,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1000,30,,8601,1142,3898,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1100,33,,8602,1256,4287,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1200,36,,8603,1370,4676,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1400,42,,8604,1599,5457,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1600,48,,8605,1827,6236,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,1800,54,,8606,2056,7017,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,2000,60,,8607,2284,7795,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,2200,66,,8608,2512,8573,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,2400,72,,8609,2741,9355,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,2600,78,,8610,2969,10133,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,2800,84,,8611,3198,10915,Default,
Panel,Stelrad,Stelrad Elite,11,,Steel,700,3000,90,,8612,3426,11693,Default,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,500,15,,8442,506,1727,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,1000,30,,8443,1012,3454,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,1500,45,,8444,1518,5181,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,2000,60,,8445,2024,6908,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,2500,75,,8446,2530,8635,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,300,3000,90,,8447,3036,10362,K2 300H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,400,12,,8497,564,1925,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,500,15,,8498,705,2406,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,600,18,,8499,845,2884,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,700,21,,8500,986,3365,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,800,24,,8501,1127,3846,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,900,27,,8502,1268,4328,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1000,30,,8503,1409,4809,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1100,33,,8504,1550,5290,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1200,36,,8505,1691,5771,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1400,42,,8506,1973,6734,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1600,48,,8507,2254,7693,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,1800,54,,8508,2536,8655,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,2000,60,,8509,2818,9618,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,2200,66,,8510,3100,10580,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,2400,72,,8511,3382,11543,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,2600,78,,8512,3663,12502,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,2800,84,,8513,3945,13464,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,450,3000,90,,8514,4227,14427,K2 450H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,400,12,,8564,711,2427,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,500,15,,8565,889,3034,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,600,18,,8566,1067,3642,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,700,21,,8567,1245,4249,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,800,24,,8568,1422,4853,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,900,27,,8569,1600,5461,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1000,30,,8570,1778,6068,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1100,33,,8571,1956,6676,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1200,36,,8572,2134,7283,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1400,42,,8573,2489,8495,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1600,48,,8574,2845,9710,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,1800,54,,8575,3200,10922,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,2000,60,,8576,3556,12137,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,2200,66,,8577,3912,13352,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,2400,72,,8578,4267,14563,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,2600,78,,8579,4623,15778,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,2800,84,,8580,4978,16990,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,600,3000,90,,8581,5334,18205,K2 600H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,400,12,,8631,804,2744,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,500,15,,8632,1006,3433,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,600,18,,8633,1207,4119,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,700,21,,8634,1408,4806,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,800,24,,8635,1609,5492,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,900,27,,8636,1810,6178,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1000,30,,8637,2011,6864,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1100,33,,8638,2212,7550,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1200,36,,8639,2413,8236,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1400,42,,8640,2815,9608,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1600,48,,8641,3218,10983,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,1800,54,,8642,3620,12355,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,2000,60,,8643,4022,13727,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,2200,66,,8644,4424,15099,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,2400,72,,8645,4826,16471,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,2600,78,,8646,5229,17847,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,2800,84,,8647,5631,19219,K2 700H,
Panel,Stelrad,Stelrad Elite,22,,Steel,700,3000,90,,8648,6033,20591,K2 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,300,1000,30,,3553310,1418,1418,K3 300H,
Panel,Stelrad,Stelrad Elite,33,,Steel,300,2000,60,,3553320,2836,2836,K3 300H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,600,18,,3553306,1301,1301,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,700,21,,3553307,1518,1518,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,800,24,,3553308,1735,1735,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,900,27,,3553309,1952,1952,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,1000,30,,3553310,2169,2169,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,1200,36,,3553312,2603,2603,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,1400,42,,3553314,3037,3037,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,1600,48,,3553316,3470,3470,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,1800,54,,3553318,3904,3904,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,2000,60,,3553320,4338,4338,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,500,2400,72,,3553324,5206,5206,K3 500H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,400,12,,3563304,1006,1006,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,500,15,,3563305,1257,1257,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,600,18,,3563306,1508,1508,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,700,21,,3563307,1760,1760,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,800,24,,3563308,2011,2011,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,900,27,,3563309,2263,2263,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1000,30,,3563310,2514,2514,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1100,33,,3563311,2765,2765,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1200,36,,3563312,3017,3017,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1400,42,,3563314,3520,3520,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1600,48,,3563316,4022,4022,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,1800,54,,3563318,4525,4525,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,2000,60,,3563320,5028,5028,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,600,2400,72,,3563324,6034,6034,K3 600H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,500,15,,3573305,1421,1421,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,600,18,,3573306,1705,1705,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,700,21,,3573307,1989,1989,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,800,24,,3573308,2273,2273,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,900,27,,3573309,2557,2557,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1000,30,,3573310,2841,2841,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1100,33,,3573311,3125,3125,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1200,36,,3573312,3409,3409,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1400,42,,3573314,3977,3977,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1600,48,,3573316,4546,4546,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,1800,54,,3573318,5114,5114,K3 700H,
Panel,Stelrad,Stelrad Elite,33,,Steel,700,2000,60,,3573320,5682,5682,K3 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,300,500,15,,8436,388,1324,P+ 300H,
Panel,Stelrad,Stelrad Elite,21,,Steel,300,1000,30,,8437,776,2648,P+ 300H,
Panel,Stelrad,Stelrad Elite,21,,Steel,300,1500,45,,8438,1164,3973,P+ 300H,
Panel,Stelrad,Stelrad Elite,21,,Steel,300,2000,60,,8439,1552,5297,P+ 300H,
Panel,Stelrad,Stelrad Elite,21,,Steel,300,2500,75,,8440,1940,6621,P+ 300H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,400,12,,8479,442,1509,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,500,15,,8480,553,1887,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,600,18,,8481,664,2266,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,700,21,,8482,774,2642,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,800,24,,8483,885,3021,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,900,27,,8484,995,3396,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1000,30,,8485,1106,3775,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1100,33,,8486,1217,4154,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1200,36,,8487,1327,4529,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1400,42,,8488,1548,5283,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1600,48,,8489,1770,6041,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,1800,54,,8490,1991,6795,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,450,2000,60,,8491,2212,7550,P+ 450H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,400,12,,8546,564,1925,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,500,15,,8547,705,2406,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,600,18,,8548,845,2884,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,700,21,,8549,986,3365,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,800,24,,8550,1127,3846,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,900,27,,8551,1268,4328,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1000,30,,8552,1409,4809,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1100,33,,8553,1550,5290,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1200,36,,8554,1691,5771,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1400,42,,8555,1973,6734,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1600,48,,8556,2254,7693,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,1800,54,,8557,2536,8655,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,600,2000,60,,8558,2818,9618,P+ 600H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,400,12,,8613,639,2181,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,500,15,,8614,799,2727,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,600,18,,8615,958,3270,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,700,21,,8616,1118,3816,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,800,24,,8617,1278,4362,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,900,27,,8618,1437,4904,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1000,30,,8619,1597,5451,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1100,33,,8620,1757,5997,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1200,36,,8621,1916,6539,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1400,42,,8622,2236,7631,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1600,48,,8623,2555,8720,P+ 700H,
Panel,Stelrad,Stelrad Elite,21,,Steel,700,1800,54,,8624,2875,9812,P+ 700H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,400,12,,8448,190,648,P1 450H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,500,15,,8449,238,812,P1 450H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,600,18,,8450,286,976,P1 450H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,700,21,,8451,333,1137,P1 450H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,800,24,,8452,381,1300,P1 450H,
Panel,Stelrad,Stelrad Elite,10,,Steel,450,900,27,,8453,428,1461,P1 450H,
